148.5,1.2,1.3,1.34,1.26,-0.0044,181.1211076
149,1.16,1.22,1.26,1.3,-0.0094,180.7247421
149.5,1.2,1.24,1.26,1.34,-0.0224,178.8830621
150,1.28,1.2,1.2,1.28,-0.0122,180.1616594
150.5,1.12,1.06,1.14,1.26,-0.0112,180.6604195
151,0.86,0.92,0.9,0.86,-0.011,179.7082185
151.5,0.56,0.62,0.64,0.62,0.0006,179.0755794
152,0.4,0.34,0.32,0.38,0.0006,178.4252312
152.5,0.02,0.34,0.26,0.38,-0.542,165.6569998
153,0.18,0.36,0.14,0.42,-0.5234,151.3951269
153.5,0.1,0.32,0.16,0.4,-0.535,138.8018217
154,0.04,0.42,0.16,0.32,-0.5244,124.6302753
154.5,0.06,0.3,0.08,0.32,-0.5504,104.6838603
155,0.18,0.34,0.14,0.26,-0.5406,89.91980306
155.5,0.08,0.34,0.18,0.4,-0.5434,73.18741568
156,0.14,0.34,0.14,0.36,-0.5448,61.95210193
156.5,0.1,0.34,0.06,0.3,-0.5454,43.37738353
157,0.06,0.4,0.14,0.44,-0.5282,33.46329679
157.5,0.12,0.3,0.08,0.48,-0.5348,16.58500723
158,0.12,0.26,0.18,0.34,-0.5434,-1.931795183
158.5,0.34,0.38,0.28,0.46,-0.0172,1.317989498
159,0.68,0.62,0.6,0.6,-0.0184,0.9439074237
159.5,0.82,0.92,0.88,1.04,-0.019,-2.405383392
160,1.1,1.06,1.06,1.18,-0.0134,0.3271151924
160.5,1.28,1.14,1.34,1.26,0.014,1.369378178
161,1.22,1.16,1.34,1.3,-0.0036,1.006731672
161.5,1.3,1.2,1.3,1.34,-0.0072,-2.824354163
162,1.28,1.24,1.28,1.28,-0.0264,-0.4118735072
162.5,1.18,1.22,1.22,1.24,-0.0038,-0.9417242614
163,1.18,1.2,1.2,1.32,-0.009,2.718403932
163.5,1.16,1.12,1.28,1.28,-0.025,0.8120322924
164,1.28,1.24,1.24,1.22,-0.0204,0.1465987343
164.5,1.28,1.16,1.3,1.42,-0.006,0.9502568654
165,1.26,1.18,1.28,1.36,-0.0066,-0.2022515673
165.5,1.26,1.26,1.16,1.3,-0.0098,4.454088776
166,1.26,1.14,1.26,1.3,-0.013,3.146583908
166.5,1.24,1.24,1.4,1.24,-0.0116,2.997583603
167,1.3,1.14,1.28,1.24,0.0022,0.6638444436
167.5,1.22,1.2,1.28,1.36,-0.0198,0.6412284846
168,1.28,1.2,1.32,1.34,-0.0112,-0.7950062597
168.5,1.24,1.28,1.3,1.28,-0.0294,2.181213059
169,1.24,1.16,1.38,1.38,-0.0076,2.978413856
169.5,1.26,1.16,1.34,1.3,-0.021,1.3069197
170,1.24,1.24,1.28,1.28,-0.047,-0.6052361351
170.5,1.14,1.2,1.18,1.38,-0.023,1.257212072
171,1.3,1.22,1.26,1.26,-0.0196,-2.545345119
171.5,1.14,1.16,1.28,1.3,-0.006,-1.598998116
172,1.24,1.16,1.34,1.34,-0.013,-0.1886468871
172.5,1.24,1.14,1.22,1.24,-0.0164,-0.01678754455
173,1.2,1.16,1.32,1.24,-0.002,0.5833297502
173.5,1.18,1.2,1.22,1.2,-0.012,1.571324552
174,1.22,1.14,1.38,1.28,-0.0004,0.06357684109
174.5,1.28,1.22,1.28,1.24,-0.0028,3.381912105
175,1.16,1.16,1.18,1.4,-0.0146,0.4132328673
175.5,1.16,1.26,1.3,1.26,-0.0154,0.1549477323
176,1.2,1.28,1.26,1.36,-0.0222,-0.8535013154
176.5,1.22,1.26,1.24,1.3,-0.0018,0.1613764304
177,1.18,1.26,1.28,1.38,-0.0056,0.3839799425
177.5,1.14,1.22,1.22,1.24,-0.0174,-0.131635673
178,1.16,1.3,1.28,1.34,-0.027,1.888865137
178.5,1.24,1.26,1.28,1.32,0.004,0.3834416327
179,1.2,1.3,1.38,1.38,-0.0066,-3.827189259
179.5,1.26,1.22,1.34,1.28,-0.0206,-3.039501564
180,1.22,1.22,1.3,1.28,-0.0154,-1.312299771
180.5,1.2,1.2,1.3,1.34,-0.0136,0.04772296614
181,1.16,1.28,1.36,1.28,-0.0232,0.9482673186
181.5,1.2,1.2,1.2,1.32,-0.0158,0.3553368506
182,1.2,1.3,1.32,1.24,-0.0208,1.213944137
182.5,1.2,1.26,1.26,1.34,-0.038,0.9544612668
183,1.3,1.24,1.28,1.38,-0.0122,-0.1481527152
183.5,1.2,1.28,1.26,1.3,-0.015,0.8247981421
184,1.16,1.24,1.38,1.36,-0.013,-1.170738712
184.5,1.32,1.3,1.28,1.28,-0.012,-3.684398388
185,1.2,1.2,1.32,1.32,-0.0168,-0.8502014739
185.5,1.2,1.2,1.32,1.24,-0.0216,0.4509741999
186,1.18,1.24,1.26,1.26,-0.0276,1.209063046
186.5,1.14,1.24,1.34,1.28,0.002,-2.300862837
187,1.2,1.2,1.24,1.28,-0.0014,-1.816450711
187.5,1.26,1.14,1.24,1.24,-0.0196,-1.825287607
188,1.28,1.26,1.28,1.26,-0.0306,-2.289936086
188.5,1.22,1.12,1.3,1.28,0.015,-1.094945983
189,1.24,1.2,1.28,1.28,0.0038,0.7418629151
189.5,1.06,1.06,1.12,1.16,-0.0126,2.567761217
190,0.9,0.9,0.86,0.96,-0.0074,2.4557342
190.5,0.64,0.56,0.66,0.74,-0.0016,4.241476728
191,0.28,0.42,0.4,0.4,0.006,3.640162316
191.5,0.26,0.2,0.36,0.26,0.4942,14.77472204
192,0.36,0.14,0.28,0.1,0.4846,32.300371
192.5,0.38,0.2,0.28,0.14,0.5054,41.91244262
193,0.28,0.2,0.32,0.22,0.5018,64.42187726
193.5,0.42,0.12,0.32,0.14,0.5076,75.64807728
194,0.36,0.14,0.3,0.14,0.4884,93.66789459
194.5,0.36,0.14,0.42,0.1,0.5212,104.0558161
195,0.34,0.1,0.32,0.12,0.5338,116.5627281
195.5,0.38,0.14,0.32,0.18,0.502,131.889867
196,0.26,0.16,0.42,0.04,0.4978,147.8171321
196.5,0.3,0.2,0.32,0.16,0.5042,161.3832921
197,0.44,0.04,0.34,0.16,0.5058,176.0029693
197.5,0.48,0.4,0.46,0.4,-0.0328,177.8799516
198,0.68,0.66,0.68,0.8,-0.0276,182.104224
198.5,0.86,0.86,0.92,0.96,-0,182.2282855
199,1.18,1.04,1.16,1.16,-0.0226,181.226265
199.5,1.26,1.24,1.36,1.22,0.006,178.0725603
200,1.22,1.16,1.2,1.34,0.0016,183.923921
200.5,1.28,1.28,1.36,1.34,-0.007,177.7243238
201,1.18,1.3,1.28,1.2,-0.0182,180.8463963
201.5,1.2,1.22,1.32,1.22,-0.0212,179.2040563
202,1.34,1.2,1.26,1.3,-0.0076,177.54173
202.5,1.2,1.18,1.32,1.26,-0.0274,181.9305914
203,1.24,1.22,1.24,1.34,-0.034,180.6973173
203.5,1.28,1.14,1.28,1.4,-0.0058,179.7872976
204,1.18,1.22,1.32,1.28,-0.0028,180.2373926
204.5,1.22,1.18,1.18,1.3,-0.0104,180.3877491
205,1.26,1.18,1.36,1.28,-0.0224,182.2840524
205.5,1.18,1.18,1.22,1.3,-0.0152,179.1655684
206,1.2,1.28,1.22,1.34,-0.0278,180.8234644
206.5,1.22,1.24,1.26,1.3,0.0074,178.7975816
207,1.18,1.22,1.26,1.34,0.013,179.8895413
207.5,1.2,1.22,1.28,1.26,-0.0144,181.4586468
208,1.12,1.24,1.26,1.4,-0.0198,183.6242553
208.5,1.2,1.28,1.3,1.32,0.0006,179.2042009
209,1.24,1.22,1.26,1.2,-0.002,181.9957541
209.5,1.28,1.18,1.26,1.3,-0.0432,180.8889609
210,1.28,1.14,1.22,1.22,-0.0388,182.6291554
210.5,1.22,1.1,1.36,1.38,-0.0154,183.0347725
211,1.14,1.24,1.26,1.3,-0.0234,181.4507542
211.5,1.36,1.32,1.34,1.3,-0.0116,178.8140748
212,1.16,1.2,1.22,1.3,-0.0066,183.9557383
212.5,1.28,1.28,1.24,1.36,-0.0088,177.8042802
213,1.28,1.16,1.34,1.32,-0.0026,180.7145452
213.5,1.32,1.2,1.26,1.24,-0.0024,178.7391933
214,1.22,1.28,1.28,1.34,0.0066,178.6960762
214.5,1.22,1.16,1.3,1.26,-0.0216,183.3885663
215,1.28,1.28,1.34,1.28,-0.0242,178.7222574
215.5,1.26,1.2,1.3,1.36,-0.0198,180.8548197
216,1.24,1.24,1.3,1.24,-0.0064,181.7588877
216.5,1.12,1.2,1.32,1.42,-0.0118,177.6801227
217,1.2,1.24,1.28,1.34,-0.0122,181.0869509
217.5,1.22,1.24,1.28,1.26,-0.0134,181.5862027
218,1.18,1.2,1.22,1.28,-0.015,177.392913
218.5,1.32,1.2,1.28,1.26,-0.029,176.7246336
219,1.2,1.2,1.26,1.22,-0.0248,178.7399732
219.5,1.34,1.24,1.28,1.36,-0.0134,182.0825483
220,1.22,1.18,1.22,1.36,-0.0186,178.4602342
220.5,1.2,1.24,1.32,1.26,0.0002,181.2712662
221,1.3,1.2,1.22,1.2,-0.0102,181.0597358
221.5,1.2,1.24,1.3,1.34,-0.0182,181.1433086
222,1.18,1.16,1.32,1.26,-0.0006,179.6632944
222.5,1.18,1.2,1.26,1.28,-0.0216,182.6171882
223,1.3,1.32,1.28,1.34,-0.0354,176.4072879
223.5,1.22,1.24,1.3,1.3,-0.0084,180.1901693
224,1.2,1.26,1.28,1.28,-0.018,179.9060967
224.5,1.18,1.28,1.32,1.26,-0.0028,178.4543129
225,1.2,1.18,1.34,1.28,0.0018,179.6355984
225.5,1.24,1.28,1.2,1.2,-0.0068,180.0614126
226,1.2,1.2,1.3,1.34,-0.0252,177.8211703
226.5,1.22,1.18,1.26,1.3,-0.0052,182.9080112
227,1.28,1.22,1.34,1.26,-0.025,180.3529967
